First,Last,Nickname,Ht,Wt,Reach,Stance,W,L,D,Belt,SLpM,Str. Acc.,SApM,Str. Def,,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,DOB
Tabatha,Ricci,Baby Shark,"5' 1""",115 lbs.,"61.0""",Orthodox,11,2,0,,4.63,38%,5.30,58%,N/A,2.99,38%,81%,0.1,"Feb 21, 1995"
Esteban,Ribovics,El Gringo,"5' 10""",155 lbs.,"69.0""",Orthodox,14,1,0,,7.53,48%,4.95,57%,N/A,0.64,66%,61%,0.3,"Apr 27, 1996"
Mike,Ricci,The Martian,"6' 0""",155 lbs.,"76.0""",Southpaw,11,5,0,,1.80,32%,1.64,65%,N/A,0.67,100%,54%,0.0,"Mar 18, 1986"
Justin,Levens,The Executioner,"5' 11""",185 lbs.,--,Orthodox,10,7,0,,1.24,47%,3.15,37%,N/A,1.69,50%,33%,5.1,"Apr 18, 1980"
Marcus,LeVesseur,The Prospect,"5' 9""",155 lbs.,"70.0""",Southpaw,22,7,0,,2.55,64%,3.70,37%,N/A,3.89,36%,83%,0.6,"Jul 17, 1982"
Leah,Letson,Nidas,"5' 7""",145 lbs.,"71.0""",Southpaw,5,3,0,,3.06,41%,3.84,52%,N/A,0.51,50%,76%,0.0,"Aug 21, 1992"
Valerie,Letourneau,Trouble,"5' 7""",115 lbs.,"68.0""",Orthodox,8,6,0,,4.51,37%,5.40,58%,N/A,0.77,45%,66%,0.3,"Apr 29, 1983"
Frank,Lester,,"5' 11""",170 lbs.,--,Orthodox,11,6,0,,2.18,36%,3.82,53%,N/A,0.00,0%,0%,0.0,"Jun 10, 1984"
Brock,Lesnar,,"6' 3""",265 lbs.,"81.0""",Orthodox,5,3,0,,3.53,72%,2.11,50%,N/A,3.90,55%,60%,0.5,"Jul 12, 1977"
Michael,Lerma,,--,--,--,,0,1,0,,0.00,0%,6.47,45%,N/A,0.00,0%,0%,0.0,--
Kimo,Leopoldo,,"6' 3""",235 lbs.,--,Orthodox,10,7,1,,0.76,83%,2.12,30%,N/A,4.55,100%,0%,2.3,"Jan 05, 1968"
Lukasz,Les,,--,170 lbs.,--,,8,3,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Nov 05, 1981"
Alex,Pereira,Poatan,"6' 4""",205 lbs.,"79.0""",Orthodox,11,2,0,,5.23,63%,3.51,51%,N/A,0.17,100%,70%,0.3,"Jul 07, 1987"
Chad,Leonhardt,The Boss,"6' 0""",170 lbs.,--,,9,4,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Feb 19, 1980"
Viviane,Pereira,Sucuri,"5' 1""",115 lbs.,"63.0""",Orthodox,13,2,0,,2.70,30%,4.48,58%,N/A,0.25,100%,28%,0.2,"Aug 28, 1993"
Ray,Perales,Relentless,"5' 10""",170 lbs.,--,Orthodox,13,22,0,,0.18,25%,2.39,32%,N/A,0.00,0%,33%,0.0,--
Michel,Pereira,Demolidor,"6' 1""",185 lbs.,"73.0""",Orthodox,31,11,0,,5.16,54%,3.70,58%,N/A,1.53,55%,94%,0.8,"Oct 06, 1993"
Jerron,Peoples,,"6' 0""",170 lbs.,--,,4,3,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"May 04, 1982"
Robert,Peralta,Problems,"5' 8""",145 lbs.,"71.0""",Orthodox,18,8,0,,3.76,44%,2.97,53%,N/A,0.59,66%,65%,0.0,"Mar 14, 1986"
Godofredo,Pepey,,"5' 7""",145 lbs.,"73.0""",Orthodox,13,6,0,,2.32,38%,3.23,47%,N/A,0.37,7%,35%,1.5,"Jul 02, 1987"
Justin,Pennington,,"5' 4""",--,--,,3,3,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Tecia,Pennington,Tiny Tornado,"5' 1""",115 lbs.,"60.0""",Orthodox,13,7,0,,4.78,47%,3.59,61%,N/A,0.61,14%,65%,0.1,"Aug 16, 1989"
Syuri,Kondo,,"5' 4""",115 lbs.,"66.0""",Orthodox,6,3,0,,5.40,44%,7.22,58%,N/A,0.00,0%,83%,0.3,"Feb 08, 1989"
Raquel,Pennington,Rocky,"5' 7""",135 lbs.,"67.0""",Orthodox,16,9,0,,4.14,52%,3.29,60%,N/A,0.90,27%,63%,0.7,"Sep 05, 1988"
Yuki,Kondo,,"5' 11""",183 lbs.,--,Southpaw,60,33,9,,1.14,42%,2.57,51%,N/A,0.76,41%,37%,0.5,"Jul 17, 1975"
John,Kolosci,,"5' 11""",185 lbs.,--,Orthodox,15,9,0,,0.21,20%,0.85,50%,N/A,0.00,0%,0%,0.0,"Nov 26, 1974"
Kaloyan,Kolev,,"6' 2""",205 lbs.,"73.0""",Orthodox,10,1,0,,1.12,45%,4.49,42%,N/A,10.11,60%,0%,0.0,"Oct 17, 1992"
Charlie,Kohler,,"5' 9""",155 lbs.,--,Orthodox,8,4,1,,0.81,33%,4.31,46%,N/A,0.00,0%,0%,4.0,"Jul 16, 1976"
Tsuyoshi,Kohsaka,TK,"5' 11""",225 lbs.,--,Orthodox,27,19,2,,1.88,38%,4.41,54%,N/A,1.32,20%,33%,0.4,"Mar 06, 1970"
Brad,Kohler,,"5' 9""",220 lbs.,--,Orthodox,12,15,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"May 26, 1964"
Shingo,Kohara,,"5' 6""",135 lbs.,--,,1,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Sokun,Koh,,"6' 1""",205 lbs.,--,,4,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Kennedy,Nzechukwu,African Savage,"6' 5""",205 lbs.,"83.0""",Southpaw,12,5,0,,5.13,45%,4.90,50%,N/A,0.60,45%,80%,0.2,"Jun 13, 1992"
Matt,Horwich,Suave,"6' 1""",185 lbs.,--,Orthodox,30,25,1,,1.11,62%,2.16,38%,N/A,0.33,9%,28%,2.7,"Oct 02, 1978"
Jamey-Lyn,Horth,,"5' 7""",125 lbs.,"66.0""",Orthodox,6,1,0,,3.97,62%,3.53,57%,N/A,0.50,25%,70%,0.0,"Mar 30, 1990"
Matt,Horning,Horndog,"5' 4""",125 lbs.,--,,20,25,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Chris,Horodecki,The Polish Hammer,"5' 9""",155 lbs.,"69.0""",Orthodox,21,7,1,,4.59,41%,3.16,65%,N/A,1.52,55%,37%,0.9,"Sep 24, 1987"
Yuma,Horiuchi,Ichiban,"5' 6""",125 lbs.,"67.0""",Switch,9,5,0,,3.73,30%,5.00,35%,N/A,2.00,16%,0%,2.0,"Sep 22, 1997"
Jeremy,Horn,Gumby,"6' 1""",185 lbs.,"74.0""",Orthodox,91,22,5,,1.19,39%,1.99,55%,N/A,1.83,38%,29%,1.1,"Aug 25, 1975"
Kyoji,Horiguchi,,"5' 5""",125 lbs.,"66.0""",Orthodox,19,2,0,,3.60,45%,2.45,62%,N/A,2.00,44%,55%,0.0,"Oct 12, 1990"
Yoshinori,Horie,,"5' 8""",145 lbs.,"70.0""",Orthodox,8,2,0,,2.76,49%,5.65,48%,N/A,0.00,0%,0%,0.0,"May 10, 1995"
Mike,Brown,,"5' 6""",145 lbs.,"70.0""",Orthodox,26,9,0,,2.98,44%,2.45,60%,N/A,3.23,40%,66%,0.6,"Sep 08, 1975"
Rob,Broughton,The Bear,"6' 2""",265 lbs.,"74.0""",Orthodox,16,7,1,,2.83,60%,2.54,51%,N/A,0.00,0%,26%,3.2,"Mar 03, 1983"
Lee,Brousseau,Manimal,"6' 1""",205 lbs.,--,,5,3,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Oct 04, 1974"
Mike,Bronzoulis,The Greek,"6' 0""",155 lbs.,--,,18,9,1,,1.13,34%,2.54,37%,N/A,0.00,0%,33%,0.0,"Jan 05, 1979"
Matt,Brown,The Immortal,"6' 0""",170 lbs.,"75.0""",Orthodox,26,19,0,,3.76,55%,2.92,55%,N/A,1.68,46%,63%,1.3,"Jan 10, 1981"
Will,Brooks,Ill,"5' 10""",155 lbs.,"72.0""",Orthodox,18,4,0,,4.26,59%,2.54,56%,N/A,2.08,51%,82%,0.3,"Oct 08, 1986"
Jarred,Brooks,The Monkey God,"5' 3""",125 lbs.,"62.0""",Switch,13,2,0,,2.12,46%,1.66,62%,N/A,4.54,57%,69%,0.6,"May 02, 1993"
Drew,Brokenshire,,--,--,--,,16,6,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Jonathan,Brookins,,"6' 0""",145 lbs.,"74.0""",Southpaw,16,10,0,,2.69,39%,3.63,56%,N/A,1.94,17%,80%,0.3,"Aug 13, 1985"
Patrick,Cummins,Durkin,"6' 2""",205 lbs.,"76.0""",Orthodox,10,7,0,,4.26,50%,3.35,55%,N/A,4.49,41%,28%,0.1,"Nov 16, 1980"
Hugo,Cunha,Silverback,"6' 3""",263 lbs.,"79.0""",Orthodox,8,2,0,,0.60,30%,3.01,34%,N/A,0.00,0%,0%,0.0,"Feb 04, 1993"
Luke,Cummo,,"6' 0""",170 lbs.,"74.0""",Orthodox,6,6,0,,1.74,43%,1.50,59%,N/A,0.89,55%,42%,1.4,"Apr 27, 1980"
Everett,Cummings,,--,205 lbs.,--,,12,0,0,,0.43,60%,4.34,45%,N/A,0.00,0%,0%,2.2,--
Zak,Cummings,,"6' 0""",205 lbs.,"75.0""",Southpaw,25,7,0,,2.96,35%,2.91,55%,N/A,0.62,28%,66%,0.6,"Aug 02, 1984"
Josh,Culibao,Kuya,"5' 10""",145 lbs.,"73.0""",Orthodox,11,4,1,,3.41,44%,3.04,59%,N/A,0.00,0%,65%,0.3,"May 24, 1994"
Chris,Culley,,--,145 lbs.,--,,20,15,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Mar 25, 1986"
Abel,Cullum,The Silent Assassin,"5' 7""",139 lbs.,--,Orthodox,20,6,0,,1.82,40%,1.23,46%,N/A,4.01,52%,0%,2.8,"Apr 21, 1987"
Steve,Mann,,"6' 1""",170 lbs.,--,,12,5,0,,3.18,70%,0.66,57%,N/A,1.64,100%,60%,0.0,--
Jon,Manley,,"6' 1""",170 lbs.,--,Orthodox,9,4,0,,1.13,20%,4.33,45%,N/A,1.00,7%,20%,0.0,"Jul 07, 1986"
Melvin,Manhoef,No Mercy,"5' 9""",185 lbs.,--,Orthodox,30,14,1,,3.52,48%,2.64,51%,N/A,0.33,25%,78%,0.0,"May 11, 1976"
Melchor,Manibusan,Barracuda,"5' 5""",154 lbs.,--,Southpaw,2,4,0,,1.58,54%,5.79,15%,N/A,0.00,0%,0%,0.0,"Dec 27, 1976"
Gary,Mangat,,"5' 7""",135 lbs.,--,,15,3,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Michael,Mangan,,--,155 lbs.,--,,0,3,0,,1.94,33%,4.52,46%,N/A,19.35,50%,100%,0.0,--
Claudio,Ribeiro,,"6' 1""",185 lbs.,"77.0""",Orthodox,11,5,0,,3.59,51%,4.90,30%,N/A,0.56,50%,66%,0.0,"Jul 17, 1992"
Will,Ribeiro,,"5' 8""",135 lbs.,--,Orthodox,10,2,0,,1.83,28%,1.64,74%,N/A,1.15,100%,50%,2.9,"Feb 17, 1983"
Brendson,Ribeiro,The Gorilla,"6' 3""",205 lbs.,"81.0""",Orthodox,15,7,0,,3.08,46%,3.08,49%,N/A,2.20,50%,0%,0.7,"Sep 08, 1996"
Vitor,Ribeiro,Shaolin,"5' 8""",154 lbs.,--,Orthodox,20,5,0,,1.00,28%,1.95,48%,N/A,1.58,26%,100%,1.2,"Feb 24, 1979"
Amanda,Ribas,,"5' 3""",125 lbs.,"66.0""",Orthodox,12,5,0,,4.63,40%,3.40,61%,N/A,2.07,51%,85%,0.7,"Aug 26, 1993"
Mike,Rhodes,Biggie,"6' 1""",170 lbs.,"74.0""",Orthodox,10,5,0,,3.20,39%,4.13,64%,N/A,0.96,33%,75%,0.5,"Dec 04, 1989"
Johnny,Rhodes,,"6' 0""",210 lbs.,--,Orthodox,2,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Lucrezia,Ria,,"5' 6""",125 lbs.,--,Orthodox,8,2,0,,4.07,46%,4.40,45%,N/A,1.00,33%,0%,0.0,"Jun 24, 1992"
Victor,Reyna,Kelevra,"5' 11""",170 lbs.,"74.0""",Southpaw,11,5,0,,5.80,63%,4.75,42%,N/A,0.00,0%,100%,0.0,"Aug 05, 1986"
Anthony,Leone,,"5' 6""",135 lbs.,--,Orthodox,15,8,0,,1.94,53%,2.52,56%,N/A,1.72,18%,0%,0.0,"May 27, 1987"
Gaston,Reyno,Tonga,"6' 0""",145 lbs.,--,,6,2,0,,7.79,62%,3.90,44%,N/A,0.00,0%,0%,11.7,"Nov 11, 1986"
Victoria,Leonardo,Fury,"5' 5""",125 lbs.,"64.0""",Orthodox,9,7,0,,3.22,38%,4.81,47%,N/A,1.57,27%,71%,0.0,"Feb 16, 1990"
Alberta Cerra,Leon,,"5' 8""",238 lbs.,--,,0,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Jean Francois,Lenogue,,"6' 0""",185 lbs.,--,Orthodox,16,17,3,,1.13,34%,0.27,60%,N/A,0.00,0%,33%,0.0,"Nov 29, 1972"
Jesse,Lennox,The Ox,"5' 9""",170 lbs.,"72.0""",Orthodox,14,4,0,,2.69,32%,3.20,64%,N/A,1.22,66%,63%,0.3,"Mar 10, 1982"
Giacomo,Lemos,,"6' 3""",247 lbs.,"75.0""",Orthodox,6,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Jun 23, 1989"
Christophe,Leninger,,"6' 0""",200 lbs.,--,Southpaw,3,4,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Nick,Penner,The Quiet Assassin,"6' 4""",205 lbs.,--,Southpaw,11,3,0,,1.25,30%,4.60,38%,N/A,0.00,0%,40%,0.0,"Mar 26, 1980"
Amanda,Lemos,,"5' 4""",115 lbs.,"65.0""",Southpaw,14,4,1,,3.16,54%,3.87,44%,N/A,0.90,63%,61%,0.8,"May 22, 1987"
Nik,Lentz,The Carny,"5' 8""",145 lbs.,"68.0""",Orthodox,30,12,2,,3.44,47%,3.25,50%,N/A,3.30,32%,43%,1.2,"Aug 13, 1984"
Drew,Pendleton,,--,145 lbs.,--,,5,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Dec 08, 1983"
Matej,Penaz,Money,"6' 3""",185 lbs.,"83.0""",Southpaw,6,1,0,,1.28,33%,2.55,33%,N/A,0.00,0%,0%,0.0,"Oct 14, 1996"
Cathal,Pendred,The Punisher,"6' 1""",170 lbs.,"75.0""",Orthodox,17,4,1,,2.49,44%,3.01,55%,N/A,2.46,23%,83%,0.4,"Sep 02, 1987"
BJ,Penn,The Prodigy,"5' 9""",155 lbs.,"70.0""",Orthodox,16,14,2,,2.76,48%,3.20,56%,N/A,1.19,55%,74%,0.5,"Dec 13, 1978"
Felipe,Pena,Preguica,--,--,--,,0,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Oct 19, 1991"
Jessica,Penne,,"5' 5""",115 lbs.,"67.0""",Orthodox,14,8,0,,2.52,31%,4.75,46%,N/A,1.32,21%,36%,0.6,"Jan 30, 1983"
Luis,Pena,Violent Bob Ross,"6' 3""",155 lbs.,"75.0""",Southpaw,9,3,0,,3.66,46%,3.12,51%,N/A,1.17,33%,48%,1.2,"Jul 05, 1993"
Sherman,Pendergarst,The Tank,"6' 1""",235 lbs.,--,Orthodox,11,18,0,,1.23,36%,3.08,16%,N/A,4.62,100%,0%,0.0,"Aug 01, 1967"
Kelly,Kobold,Blood Red,"5' 6""",135 lbs.,--,Orthodox,19,3,1,,2.33,21%,4.11,59%,N/A,1.67,11%,0%,0.0,"Feb 25, 1983"
Erik,Koch,Phoenix,"5' 10""",170 lbs.,"71.0""",Southpaw,16,6,0,,2.33,42%,2.82,47%,N/A,1.02,42%,81%,1.0,"Oct 04, 1988"
Isao,Kobayashi,,"5' 8""",145 lbs.,--,,21,4,4,,1.01,33%,1.66,45%,N/A,2.17,100%,100%,0.0,"Oct 28, 1988"
Seokhyeon,Ko,The Korean Tyson,"5' 10""",170 lbs.,"71.0""",Southpaw,11,2,0,,3.60,51%,3.33,57%,N/A,2.00,33%,50%,0.0,"Sep 24, 1993"
Josefine,Knutsson,Thunder,"5' 3""",115 lbs.,"60.0""",Orthodox,8,0,0,,4.87,51%,2.07,57%,N/A,2.00,72%,57%,0.0,"Jan 16, 1996"
William,Knight,Knightmare,"5' 10""",205 lbs.,"73.0""",Orthodox,11,5,0,,2.62,56%,3.30,35%,N/A,1.78,40%,48%,0.4,"Apr 03, 1988"
Umar,Nurmagomedov,,"5' 8""",135 lbs.,"69.0""",Orthodox,18,0,0,,4.46,63%,1.36,63%,N/A,3.98,50%,100%,0.4,"Jan 03, 1996"
Michael,Knaap,Hammer,"6' 2""",220 lbs.,--,Orthodox,18,22,3,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Feb 27, 1984"
Khabib,Nurmagomedov,The Eagle,"5' 10""",155 lbs.,"70.0""",Orthodox,29,0,0,,4.10,48%,1.75,65%,N/A,5.32,48%,84%,0.8,"Sep 20, 1988"
Kevin,Knabjian,,"5' 10""",170 lbs.,--,Orthodox,12,7,1,,0.00,0%,15.56,22%,N/A,0.00,0%,100%,0.0,"Jul 05, 1984"
Abubakar,Nurmagomedov,,"5' 11""",170 lbs.,"72.0""",Orthodox,17,4,1,,2.78,53%,2.61,65%,N/A,1.25,22%,88%,0.0,"Nov 13, 1989"
Jason,Knight,The Kid,"5' 10""",145 lbs.,"71.0""",Orthodox,20,5,0,,2.95,33%,3.02,51%,N/A,1.31,31%,47%,1.7,"Jul 14, 1992"
Josiane,Nunes,Josi,"5' 2""",135 lbs.,"67.0""",Southpaw,10,3,0,,5.41,42%,5.44,51%,N/A,0.00,0%,58%,0.0,"Dec 23, 1993"
Said,Nurmagomedov,,"5' 8""",135 lbs.,"70.0""",Orthodox,18,3,0,,3.55,47%,2.13,57%,N/A,1.01,16%,66%,1.4,"Apr 05, 1992"
Diyar,Nurgozhay,,--,205 lbs.,--,,9,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Istela,Nunes,,"5' 4""",115 lbs.,"66.0""",Orthodox,6,5,0,,5.02,45%,4.84,60%,N/A,0.00,0%,50%,0.0,"Jul 23, 1992"
Moti,Horenstein,,"6' 4""",230 lbs.,--,Orthodox,1,6,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Nina,Nunes,,"5' 5""",125 lbs.,"64.0""",Orthodox,11,7,0,,4.39,45%,3.47,55%,N/A,0.24,33%,73%,0.5,"Dec 03, 1985"
Dan,Hooker,The Hangman,"6' 0""",155 lbs.,"75.0""",Switch,24,12,0,,5.03,48%,4.72,51%,N/A,0.73,34%,78%,0.3,"Feb 13, 1990"
Darrell,Horcher,The Saint,"5' 10""",155 lbs.,"70.0""",Southpaw,13,4,0,,2.05,44%,4.21,39%,N/A,0.35,50%,47%,0.7,"Jul 28, 1987"
Amanda,Nunes,The Lioness,"5' 8""",135 lbs.,"69.0""",Orthodox,23,5,0,,4.55,51%,2.62,57%,N/A,2.73,54%,82%,0.7,"May 30, 1988"
David,Hood,,"6' 0""",200 lbs.,--,,1,3,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Lorenzo,Hood,Dream Killer,"6' 3""",265 lbs.,"80.0""",Southpaw,14,5,0,,2.64,61%,4.66,11%,N/A,0.00,0%,100%,0.0,"Mar 02, 1989"
Satoshi,Honma,,"6' 1""",205 lbs.,--,Orthodox,4,6,3,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"May 19, 1968"
JunYoung,Hong,Drunken Red,"5' 9""",145 lbs.,"69.0""",Orthodox,13,8,1,,2.10,39%,2.30,48%,N/A,0.00,0%,35%,0.0,"Dec 18, 1990"
Chase,Hooper,The Dream,"6' 1""",155 lbs.,"74.0""",Southpaw,14,3,1,,5.08,52%,3.33,36%,N/A,1.45,24%,55%,2.3,"Sep 13, 1999"
SeongChan,Hong,Honey Badger,"5' 7""",155 lbs.,"69.0""",Orthodox,9,2,0,,6.57,55%,8.76,47%,N/A,0.00,0%,0%,0.0,"Nov 28, 1989"
Icaro,Brito,,--,145 lbs.,--,,7,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,"Mar 09, 1999"
Kaik,Brito,,"5' 11""",170 lbs.,"72.0""",Orthodox,16,5,0,,2.80,38%,3.87,55%,N/A,0.00,0%,55%,2.0,"Mar 26, 1997"
Antwain,Britt,The Juggernaut,"6' 1""",205 lbs.,"77.0""",,11,6,0,,1.46,39%,2.81,44%,N/A,1.56,40%,50%,0.0,"May 09, 1978"
Marcelo,Brito,Jungle Boy,"6' 1""",170 lbs.,--,Orthodox,13,8,0,,0.60,20%,3.53,55%,N/A,0.00,0%,50%,0.0,"Nov 27, 1977"
Emilio,Cuellar,Show Kid,--,125 lbs.,--,,6,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Joanderson,Brito,Tubarao,"5' 8""",145 lbs.,"72.0""",Orthodox,17,3,1,,3.35,51%,2.65,46%,N/A,3.11,76%,62%,0.6,"Feb 11, 1995"
Jay,Cucciniello,,"5' 7""",155 lbs.,--,Orthodox,8,1,0,,0.93,21%,4.73,36%,N/A,0.00,0%,71%,0.0,"Jul 23, 1986"
Aalon,Cruz,,"6' 0""",145 lbs.,"78.0""",Switch,8,4,0,,7.58,39%,8.88,58%,N/A,0.00,0%,0%,0.0,"Sep 20, 1989"
Timmy,Cuamba,Twilight,"5' 9""",145 lbs.,"71.0""",Orthodox,8,3,0,,3.00,40%,4.38,60%,N/A,1.00,27%,71%,0.0,"Feb 08, 1999"
Jimmy,Crute,,"6' 2""",205 lbs.,"74.0""",Orthodox,12,4,1,,3.68,54%,3.04,44%,N/A,4.84,57%,60%,2.0,"Mar 04, 1996"
Marcio,Cruz,Pe de Pano,"6' 4""",232 lbs.,--,Orthodox,8,3,0,,2.92,46%,1.51,68%,N/A,0.53,7%,37%,1.6,"Apr 24, 1978"
Richard,Crunkilton,Cleat,"5' 7""",155 lbs.,--,Orthodox,19,4,0,,1.72,41%,1.45,58%,N/A,4.08,61%,65%,1.3,"Nov 25, 1979"
Troy,Mandaloniz,Rude Boy,"5' 9""",170 lbs.,--,Orthodox,3,2,0,,3.52,56%,4.71,63%,N/A,3.10,66%,57%,0.0,"Feb 01, 1980"
Dominick,Cruz,The Dominator,"5' 8""",135 lbs.,"68.0""",Orthodox,24,4,0,,3.91,33%,2.61,70%,N/A,2.82,42%,83%,0.1,"Mar 09, 1985"
Dan,Manasoiu,,--,--,--,,0,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Mike,Malott,Proper,"6' 1""",170 lbs.,"73.0""",Orthodox,10,2,1,,3.83,46%,3.33,52%,N/A,3.04,60%,16%,1.0,"Nov 07, 1991"
Nazareno,Malegarie,El Tigre,"5' 8""",155 lbs.,--,,28,4,0,,3.87,34%,3.27,69%,N/A,1.00,33%,0%,0.0,"May 16, 1986"
Jacob,Malkoun,Mamba,"5' 9""",185 lbs.,"73.0""",Orthodox,8,3,0,,3.86,56%,2.48,52%,N/A,6.62,42%,20%,0.4,"Aug 26, 1995"
Carl,Malenko,,"5' 11""",200 lbs.,--,Orthodox,6,4,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Bea,Malecki,,"5' 9""",135 lbs.,"74.0""",Orthodox,4,1,0,,6.84,46%,6.96,62%,N/A,0.00,0%,78%,1.1,"Aug 23, 1991"
Marvin,Maldonado,The Bulldog,"5' 6""",135 lbs.,--,,2,4,0,,0.87,56%,3.47,43%,N/A,0.00,0%,20%,0.0,--
Kyle,Reyes,Boom,"5' 8""",145 lbs.,--,,15,7,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Alex,Reyes,The Executioner,"5' 11""",155 lbs.,"73.0""",Orthodox,13,5,0,,4.46,46%,6.92,48%,N/A,1.50,28%,0%,0.0,"Oct 02, 1986"
Herman,Renting,,"6' 0""",215 lbs.,--,Switch,1,3,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Marco Polo,Reyes,,"5' 11""",155 lbs.,"71.0""",Orthodox,8,7,0,,6.00,37%,5.52,59%,N/A,0.00,0%,46%,0.0,"Nov 07, 1984"
Dominick,Reyes,The Devastator,"6' 4""",205 lbs.,"77.0""",Southpaw,13,4,0,,4.87,50%,3.75,48%,N/A,0.35,28%,80%,0.3,"Dec 26, 1989"
John,Renken,The Saint,"6' 0""",190 lbs.,--,Orthodox,18,28,4,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0,--
Solomon,Renfro,The Black Dragon,"5' 9""",170 lbs.,"72.0""",Switch,8,2,0,,5.20,44%,3.53,61%,N/A,2.00,50%,100%,0.0,"Feb 05, 1997"
Montserrat,Rendon,Monster,"5' 8""",135 lbs.,"68.0""",Orthodox,6,1,0,,3.13,28%,3.90,54%,N/A,3.00,54%,100%,0.0,"Mar 16, 1989"
Marion,Reneau,The Belizean Bruiser,"5' 6""",135 lbs.,"68.0""",Orthodox,9,8,1,,3.20,41%,3.52,59%,N/A,0.62,63%,50%,0.8,"Jun 20, 1977"
Chance,Rencountre,Black Eagle,"6' 2""",170 lbs.,"75.0""",Southpaw,14,4,0,,1.10,20%,3.62,49%,N/A,1.35,26%,16%,0.3,"Dec 31, 1986"
Gabe,Lemley,,"5' 8""",155 lbs.,--,Orthodox,13,9,0,,0.82,35%,6.03,45%,N/A,0.00,0%,0%,0.0,--
Stefan,Leko,Blitz,"6' 2""",215 lbs.,--,Orthodox,0,3,0,,2.40,43%,6.17,68%,N/A,0.00,0%,0%,0.0,"Jun 03, 1974"
Cheyden,Leialoha,Steadfast,"5' 8""",135 lbs.,"73.0""",Orthodox,6,0,0,,1.87,28%,3.20,53%,N/A,2.00,33%,71%,0.0,"Mar 15, 1994"
Claudia,Leite,,"5' 3""",135 lbs.,"64.0""",Orthodox,8,3,0,,1.27,47%,1.73,57%,N/A,1.00,25%,0%,1.0,"Nov 04, 1996"
Sherron,Leggett,Rob Roy,"5' 8""",155 lbs.,--,Southpaw,21,6,0,,2.86,51%,2.08,47%,N/A,5.19,80%,33%,0.0,"Oct 27, 1978"
Thales,Leites,,"6' 1""",185 lbs.,"78.0""",Orthodox,28,9,0,,2.13,40%,2.99,52%,N/A,2.10,27%,30%,1.1,"Sep 06, 1981"
ChangHo,Lee,,"5' 8""",135 lbs.,"69.0""",Orthodox,10,1,0,,4.90,70%,2.65,37%,N/A,3.24,30%,38%,0.0,"May 09, 1994"
JungHyun,Lee,The Phenom,"5' 5""",125 lbs.,"65.0""",Orthodox,8,1,0,,4.27,39%,6.20,38%,N/A,0.00,0%,64%,0.0,"Sep 10, 2002"
Ricky,Legere Jr.,IE Bad Boy,"5' 8""",170 lbs.,--,,14,4,0,,1.07,41%,1.53,60%,N/A,5.00,41%,0%,0.0,--
Julianna,Pena,The Venezuelan Vixen,"5' 6""",135 lbs.,"69.0""",Orthodox,12,5,0,,3.16,47%,2.30,50%,N/A,1.94,55%,23%,0.8,"Aug 19, 1989"
Yan,Pellerin,Wild Thing,"5' 11""",205 lbs.,--,Orthodox,11,13,0,,0.59,25%,0.89,66%,N/A,4.43,100%,0%,0.0,--
Filip,Pejic,,"5' 8""",135 lbs.,--,Orthodox,12,2,2,,0.00,0%,0.88,33%,N/A,0.00,0%,0%,0.0,"Jul 21, 1992"
