Name,Ht,Wt,Reach,Stance,Career W,Career L,DOB,born_year
Jesse Jones,"5' 9""",170 lbs.,--,,2,1,--,--
Carlton Jones,"6' 1""",225 lbs.,--,Orthodox,1,4,--,--
Tito Jones,"5' 8""",145 lbs.,--,Southpaw,11,8,"Jul 31, 1981",1981
Marcus Jones,"6' 6""",265 lbs.,--,Orthodox,4,2,"Aug 15, 1973",1973
Jon Jones,"6' 4""",248 lbs.,"84.0""",Orthodox,27,1,"Jul 19, 1987",1987
Nathan Jones,"6' 11""",345 lbs.,--,Orthodox,0,1,"Aug 21, 1970",1970
Daniel Jolly,"6' 1""",205 lbs.,"75.0""",Orthodox,5,3,"Sep 03, 1984",1984
Paul Jones,"5' 9""",199 lbs.,--,Orthodox,11,1,"Jun 16, 1963",1963
Liana Jojua,"5' 4""",125 lbs.,"62.0""",Orthodox,8,5,"Mar 22, 1995",1995
Cortez Coleman,"6' 1""",185 lbs.,--,,13,8,"Jan 28, 1982",1982
Chandler Cole,"5' 10""",264 lbs.,"72.0""",Orthodox,10,4,"Jan 09, 1995",1995
Mark Coleman,"6' 1""",205 lbs.,"75.0""",Orthodox,16,10,"Dec 20, 1964",1964
Coltin Cole,--,185 lbs.,--,,4,5,"Apr 24, 1989",1989
Devin Cole,"6' 4""",240 lbs.,--,Orthodox,20,10,"Oct 01, 1976",1976
Ivan Cole,"5' 9""",135 lbs.,--,,2,3,"Nov 30, 1990",1990
Felipe Colares,"5' 8""",145 lbs.,"69.0""",Orthodox,10,4,"Mar 31, 1994",1994
Wayne Cole,"6' 1""",205 lbs.,--,Orthodox,16,25,--,--
Chris Coggins,--,--,--,,7,10,--,--
John Cofer,"5' 9""",155 lbs.,--,Southpaw,8,4,"Apr 29, 1984",1984
Marc Cofer,--,185 lbs.,--,,7,5,"Mar 03, 1972",1972
Billy Brand,"5' 6""",135 lbs.,"65.0""",Orthodox,5,2,"Jul 03, 1996",1996
Adam Bramhald,"5' 10""",135 lbs.,"70.0""",Orthodox,13,3,"Mar 24, 1994",1994
Sean Brady,"5' 10""",170 lbs.,"72.0""",Orthodox,16,1,"Nov 23, 1992",1992
David Branch,"6' 1""",185 lbs.,"78.0""",Orthodox,22,6,"Sep 26, 1981",1981
Joe Brammer,"5' 8""",155 lbs.,--,Orthodox,7,3,"Aug 23, 1983",1983
Ramiz Brahimaj,"5' 10""",170 lbs.,"72.0""",Orthodox,10,5,"Nov 17, 1992",1992
Ebenezer Fontes Braga,"6' 0""",199 lbs.,--,Orthodox,13,7,"Apr 14, 1969",1969
Colley Bradford,"5' 7""",145 lbs.,--,,0,1,--,--
Paul Bradley,"5' 9""",170 lbs.,--,Orthodox,23,8,"Jun 13, 1983",1983
Kyle Bradley,"5' 9""",155 lbs.,"71.0""",Orthodox,19,12,"Aug 19, 1982",1982
Anvar Boynazarov,"5' 9""",145 lbs.,--,Orthodox,3,1,"Jan 10, 1989",1989
Hisaki Kato,"6' 0""",185 lbs.,--,,8,2,"Sep 17, 1982",1982
Calvin Kattar,"5' 11""",145 lbs.,"72.0""",Orthodox,23,8,"Mar 26, 1988",1988
Tetsuji Kato,--,155 lbs.,--,Orthodox,20,10,--,--
Brad Katona,"5' 6""",135 lbs.,"64.0""",Orthodox,16,3,"Dec 19, 1991",1991
Nadia Kassem,"5' 5""",125 lbs.,"66.0""",Southpaw,5,2,"Nov 15, 1995",1995
Yusuke Kasuya,"5' 7""",155 lbs.,--,Southpaw,9,3,"Nov 16, 1989",1989
Impa Kasanganay,"5' 11""",170 lbs.,"75.0""",Orthodox,9,2,"Jan 17, 1994",1994
Jinnosuke Kashimura,"5' 7""",155 lbs.,"71.0""",Southpaw,4,2,"Aug 12, 2001",2001
Hiroshi Izumi,--,205 lbs.,--,Orthodox,4,2,"Jun 22, 1982",1982
Alex Karalexis,"5' 8""",155 lbs.,"66.0""",Orthodox,10,6,"Sep 20, 1977",1977
Ernesta Kareckaite,"5' 9""",125 lbs.,"71.0""",Orthodox,5,1,"Jul 05, 1998",1998
Georgi Karakhanyan,"5' 8""",145 lbs.,--,,26,7,"May 29, 1985",1985
Taiga Iwasaki,--,185 lbs.,--,,9,1,"Jul 07, 1997",1997
Yoislandy Izquierdo,"5' 11""",155 lbs.,--,Southpaw,10,4,"Jan 09, 1984",1984
Saygid Izagakhmaev,--,170 lbs.,--,,22,2,"Sep 03, 1994",1994
Tatsuya Iwasaki,"5' 9""",205 lbs.,--,Orthodox,0,1,--,--
Leandro Issa,"5' 7""",135 lbs.,"69.0""",Orthodox,13,6,"Sep 19, 1983",1983
Anthony Ivy,"6' 2""",185 lbs.,"74.0""",Orthodox,8,4,"Jan 23, 1990",1990
Tomomi Iwama,"5' 3""",155 lbs.,--,Orthodox,9,6,--,--
Brian Johnston,"6' 3""",230 lbs.,--,Orthodox,5,5,--,--
Charles Johnson,"5' 9""",125 lbs.,"70.0""",Switch,16,6,"Jan 10, 1991",1991
Jose Johnson,"6' 0""",125 lbs.,"71.0""",Orthodox,16,9,"May 20, 1995",1995
Blagoy Ivanov,"5' 11""",250 lbs.,"73.0""",Southpaw,19,6,"Oct 09, 1986",1986
Tony Johnson,"6' 1""",265 lbs.,--,,11,3,--,--
Taylor Johnson,"6' 0""",185 lbs.,"74.0""",Switch,5,1,"Nov 09, 1990",1990
Chad Johnson,"6' 2""",230 lbs.,"80.0""",Orthodox,6,2,"Jul 22, 1986",1986
Jordan Johnson,"6' 2""",205 lbs.,"79.0""",Orthodox,10,0,"Nov 18, 1988",1988
Timothy Johnson,"6' 3""",265 lbs.,"77.0""",Southpaw,12,4,"Mar 13, 1985",1985
Dashon Johnson,"5' 7""",145 lbs.,--,Orthodox,9,2,"Jan 25, 1988",1988
Kajan Johnson,"5' 11""",155 lbs.,"75.0""",Orthodox,23,13,"Apr 21, 1984",1984
Dakota Cochrane,"5' 8""",155 lbs.,--,,29,12,"May 01, 1986",1986
Marloes Coenen,"5' 9""",145 lbs.,"67.0""",,23,8,"Mar 31, 1981",1981
Darryl Cobb,"5' 9""",185 lbs.,--,,6,8,"Aug 04, 1980",1980
Dave Cochran,"5' 6""",155 lbs.,--,,26,29,"May 10, 1973",1973
Brian Cobb,"5' 11""",155 lbs.,--,Orthodox,20,9,--,--
Josh Clopton,"5' 6""",145 lbs.,--,Orthodox,6,2,"Jul 11, 1981",1981
RJ Clifford,--,160 lbs.,--,,4,3,--,--
Ashe Bowman,"5' 9""",155 lbs.,--,,9,11,"Nov 17, 1976",1976
Chris Clements,"5' 10""",170 lbs.,"70.0""",Orthodox,12,6,"Feb 09, 1976",1976
Rich Clementi,"5' 9""",155 lbs.,"72.0""",Southpaw,45,23,"Mar 31, 1976",1976
Mark Climaco,"5' 4""",125 lbs.,"65.0""",Southpaw,9,2,"Nov 06, 1997",1997
Roger Bowling,"5' 9""",155 lbs.,"68.0""",Orthodox,12,6,"Dec 05, 1982",1982
Blake Bowman,"6' 2""",170 lbs.,--,,2,6,--,--
Kyron Bowen,"6' 3""",185 lbs.,"73.0""",Orthodox,9,5,"Dec 22, 1993",1993
Melton Bowen,"6' 0""",225 lbs.,--,Orthodox,0,1,"Jul 16, 1969",1969
Brian Bowles,"5' 7""",135 lbs.,"70.0""",Orthodox,10,3,"Jun 22, 1980",1980
Tai Bowden,"5' 11""",230 lbs.,--,,1,1,--,--
Kai Kara-France,"5' 4""",125 lbs.,"69.0""",Orthodox,25,11,"Mar 26, 1993",1993
Jess Bouscal,--,155 lbs.,--,,3,2,--,--
Mike Bourke,"6' 0""",275 lbs.,--,Orthodox,10,16,--,--
Manel Kape,"5' 5""",125 lbs.,"68.0""",Southpaw,19,7,"Nov 14, 1993",1993
Rich Bouphanouvong,"5' 7""",170 lbs.,--,,1,4,--,--
David Kaplan,"5' 7""",155 lbs.,--,Orthodox,3,4,"Nov 16, 1979",1979
Denis Kang,"5' 11""",185 lbs.,"77.0""",Orthodox,35,16,"Sep 17, 1977",1977
Ken Kaneko,"6' 0""",161 lbs.,--,Orthodox,0,3,--,--
Hiromitsu Kanehara,"5' 10""",200 lbs.,--,Orthodox,19,27,"Oct 05, 1970",1970
Kyung Ho Kang,"5' 9""",135 lbs.,"73.0""",Orthodox,19,11,"Sep 09, 1987",1987
Tokimitsu Ishizawa,"6' 0""",185 lbs.,--,Orthodox,1,5,"Aug 05, 1968",1968
Bharat Kandare,"5' 7""",135 lbs.,"72.0""",Orthodox,5,3,"Jun 20, 1987",1987
Masanori Kanehara,"5' 7""",135 lbs.,"67.0""",Orthodox,26,12,"Nov 19, 1982",1982
Wallid Ismail,"5' 7""",205 lbs.,--,Orthodox,9,3,"Feb 23, 1968",1968
Damir Ismagulov,"5' 10""",155 lbs.,"74.0""",Orthodox,24,3,"Feb 03, 1991",1991
Yuki Ishikawa,"5' 11""",205 lbs.,--,Orthodox,0,2,--,--
Satoshi Ishii,"5' 11""",240 lbs.,--,Orthodox,15,8,"Dec 19, 1986",1986
Eiji Ishikawa,"5' 10""",170 lbs.,--,,29,24,"Oct 12, 1979",1979
Issa Isakov,"5' 9""",155 lbs.,"70.0""",Orthodox,10,3,"Oct 22, 1989",1989
Teruto Ishihara,"5' 7""",135 lbs.,"69.0""",Southpaw,10,7,"Jul 23, 1991",1991
Mitsuhiro Ishida,"5' 6""",154 lbs.,--,Southpaw,20,8,"Dec 29, 1978",1978
Eric Irvin,"5' 8""",155 lbs.,--,,11,4,"Jan 10, 1986",1986
Michael Johnson,"5' 10""",155 lbs.,"73.0""",Southpaw,23,19,"Jun 04, 1986",1986
Deshaun Johnson,--,167 lbs.,--,,6,9,--,--
Travis Johnson,--,205 lbs.,--,,0,1,--,--
Demetrious Johnson,"5' 3""",125 lbs.,"66.0""",Orthodox,27,3,"Aug 13, 1986",1986
Devin Johnson,--,--,--,,1,1,--,--
DaMarques Johnson,"6' 1""",170 lbs.,"75.0""",Orthodox,15,15,"Jun 28, 1982",1982
Tony Johnson,"6' 2""",205 lbs.,"76.0""",Orthodox,7,2,"May 02, 1983",1983
Lavar Johnson,"6' 4""",240 lbs.,"82.0""",Orthodox,18,10,"Jun 11, 1977",1977
Anthony Johnson,"6' 2""",205 lbs.,"78.0""",Orthodox,22,6,"Mar 06, 1984",1984
John Clarke,--,170 lbs.,--,,1,1,"Aug 15, 1977",1977
Ricky Johnson,"5' 8""",145 lbs.,--,Orthodox,10,6,--,--
Mitch Clarke,"5' 10""",155 lbs.,"73.0""",Orthodox,11,5,"Nov 24, 1985",1985
Shannon Clark,"5' 5""",125 lbs.,"64.0""",Orthodox,5,0,"Jul 07, 1992",1992
Jessica-Rose Clark,"5' 5""",135 lbs.,"64.0""",Orthodox,11,9,"Nov 28, 1987",1987
Heather Clark,"5' 6""",115 lbs.,"64.0""",Orthodox,7,6,"Sep 19, 1980",1980
Devin Clark,"6' 0""",205 lbs.,"75.0""",Orthodox,14,9,"Apr 12, 1990",1990
Dominic Clark,"5' 10""",155 lbs.,--,,10,7,"Aug 01, 1985",1985
Mychal Clark,"6' 3""",224 lbs.,--,Orthodox,10,14,--,--
Logan Clark,"6' 2""",185 lbs.,--,Orthodox,18,6,"Feb 16, 1985",1985
Gregory Bouchelaghem,"6' 2""",183 lbs.,--,Switch,5,4,--,--
Poliana Botelho,"5' 8""",125 lbs.,"67.0""",Orthodox,8,5,"Dec 15, 1988",1988
Francois Botha,"6' 2""",260 lbs.,--,Orthodox,0,1,"Sep 28, 1968",1968
Roy Boughton,"6' 0""",205 lbs.,--,,14,8,--,--
Chris Bostick,--,--,--,,6,3,--,--
Marcus Bossett,"6' 1""",215 lbs.,--,Orthodox,1,3,--,--
Tanner Boser,"6' 2""",205 lbs.,"75.0""",Orthodox,21,10,"Aug 02, 1991",1991
Martin Kampmann,"6' 0""",170 lbs.,"72.0""",Orthodox,20,7,"Apr 17, 1982",1982
Steve Bosse,"5' 11""",205 lbs.,"72.0""",Orthodox,12,2,"Jul 29, 1981",1981
Shuya Kamikubo,"5' 5""",135 lbs.,"68.0""",Switch,13,2,"Apr 12, 1993",1993
Bryson Kamaka,"5' 11""",170 lbs.,--,Orthodox,12,20,--,--
Zachary Borrego,"6' 2""",185 lbs.,"78.0""",Switch,3,1,"Jul 18, 1996",1996
Viacheslav Borshchev,"5' 11""",155 lbs.,"69.0""",Orthodox,8,4,"Jan 08, 1992",1992
Geza Kalman,"6' 1""",200 lbs.,--,,4,9,--,--
Kai Kamaka,"5' 7""",145 lbs.,"69.0""",Orthodox,8,4,"Jan 05, 1995",1995
Saidyokub Kakhramonov,"5' 8""",135 lbs.,"69.0""",Orthodox,10,3,"Nov 14, 1995",1995
Sirwan Kakai,"5' 5""",135 lbs.,--,Orthodox,12,5,"Oct 03, 1989",1989
Oron Kahlon,"5' 8""",135 lbs.,"70.0""",Orthodox,16,1,"Nov 04, 1984",1984
Kaiwen,"5' 9""",145 lbs.,"72.0""",Switch,12,6,"Oct 16, 1995",1995
James Irvin,"6' 2""",205 lbs.,"75.0""",Orthodox,17,10,"Sep 12, 1978",1978
Jorge Interiano,"6' 1""",205 lbs.,--,,4,3,--,--
Jason Ireland,"5' 9""",161 lbs.,--,Southpaw,19,9,"Dec 30, 1979",1979
Naoki Inoue,"5' 9""",125 lbs.,"71.0""",Orthodox,11,1,"Jun 14, 1997",1997
Takeshi Inoue,"5' 8""",145 lbs.,--,,23,10,"Mar 18, 1980",1980
Katsuya Inoue,"5' 9""",168 lbs.,--,Southpaw,19,9,"Aug 10, 1979",1979
Egan Inoue,"5' 9""",190 lbs.,--,Southpaw,13,8,"Jul 04, 1965",1965
Enson Inoue,"5' 10""",210 lbs.,--,Orthodox,12,8,"Apr 15, 1967",1967
Guto Inocente,"6' 3""",205 lbs.,--,Orthodox,7,4,"May 29, 1986",1986
Phil Johns,"5' 2""",170 lbs.,--,Southpaw,30,14,"Oct 22, 1968",1968
Miles Johns,"5' 7""",135 lbs.,"66.0""",Orthodox,15,2,"Mar 30, 1994",1994
Carls John De Tomas,"5' 5""",125 lbs.,"71.0""",Southpaw,6,2,"Aug 28, 1996",1996
Sung Bin Jo,"6' 0""",145 lbs.,"72.0""",Orthodox,9,1,"Jul 17, 1992",1992
Jiniushiyue,"5' 6""",125 lbs.,"68.0""",Southpaw,13,4,"Dec 09, 2000",2000
Brett Johns,"5' 7""",135 lbs.,"71.0""",Orthodox,17,2,"Feb 21, 1992",1992
Jinensibieke Asikeerbai,"5' 6""",155 lbs.,"69.0""",Orthodox,36,11,"Jul 10, 1988",1988
Laverne Clark,"5' 11""",170 lbs.,--,Orthodox,27,21,"Dec 02, 1973",1973
Art Jimmerson,"6' 1""",196 lbs.,--,Orthodox,0,1,"Aug 04, 1963",1963
Johnny Cisneros,"5' 11""",170 lbs.,--,,9,6,"Feb 05, 1980",1980
Ryan Jimmo,"6' 1""",205 lbs.,"73.0""",Orthodox,19,5,"Nov 27, 1981",1981
Misha Cirkunov,"6' 3""",205 lbs.,"77.0""",Orthodox,15,9,"Feb 27, 1987",1987
Nikolajus Cilkinas,--,--,--,Orthodox,2,6,--,--
Steven Ciaccio,"6' 0""",170 lbs.,--,,4,4,--,--
Branko Cikatic,"6' 1""",215 lbs.,--,Orthodox,0,2,"Oct 03, 1954",1954
Mike Ciesnolevicz,"6' 0""",235 lbs.,--,Orthodox,19,4,"Oct 28, 1979",1979
Cameron Church,"5' 11""",155 lbs.,"72.0""",Orthodox,4,1,"Sep 27, 1990",1990
Murad Chunkaiev,"5' 11""",185 lbs.,--,Orthodox,8,4,--,--
Hannah Cifers,"5' 1""",115 lbs.,"62.0""",Orthodox,10,7,"Jun 26, 1992",1992
Calen Born,"5' 8""",170 lbs.,"72.0""",Switch,7,1,"May 24, 1988",1988
Caio Borralho,"6' 1""",185 lbs.,"75.0""",Southpaw,17,1,"Jan 16, 1993",1993
Kevin Borjas,"5' 5""",125 lbs.,"68.0""",Orthodox,9,3,"Dec 06, 1997",1997
Ray Borg,"5' 4""",135 lbs.,"63.0""",Orthodox,13,5,"Aug 04, 1993",1993
Igor Borisov,"6' 0""",235 lbs.,--,Orthodox,1,1,--,--
Rogerio Bontorin,"5' 5""",125 lbs.,"67.0""",Orthodox,16,4,"Apr 25, 1992",1992
Marcos Bonilla,"5' 10""",145 lbs.,--,,4,4,--,--
Stephan Bonnar,"6' 4""",205 lbs.,"79.0""",Orthodox,15,9,"Apr 04, 1977",1977
Jesse Bongfeldt,"6' 0""",185 lbs.,--,Orthodox,16,5,"Aug 28, 1980",1980
Ismael Bonfim,"5' 8""",155 lbs.,"71.0""",Orthodox,20,4,"Dec 28, 1995",1995
Chris Inman,--,--,--,,1,0,--,--
Chris Indich,"5' 10""",170 lbs.,--,,6,4,"Apr 22, 1987",1987
Nassourdine Imavov,"6' 3""",185 lbs.,"75.0""",Orthodox,14,4,"Mar 01, 1995",1995
Masakazu Imanari,"5' 4""",139 lbs.,--,Southpaw,36,16,"Feb 10, 1976",1976
Patrick Kaase,"5' 9""",185 lbs.,--,,1,2,--,--
Zelim Imadaev,"6' 0""",170 lbs.,"76.0""",Orthodox,8,3,"Jan 25, 1995",1995
Mikhail Iloukhine,"5' 9""",205 lbs.,--,Orthodox,30,11,"Nov 21, 1966",1966
Michael Imperato,"5' 7""",135 lbs.,"66.0""",Switch,12,7,"Sep 01, 1989",1989
Yusuke Imamura,"5' 8""",220 lbs.,--,Orthodox,2,6,--,--
Brad Imes,"6' 7""",265 lbs.,--,Orthodox,13,7,"Mar 13, 1977",1977
Gilbert Jimenez,--,155 lbs.,--,,8,12,--,--
Baergeng Jieleyisi,"5' 9""",135 lbs.,"70.0""",Orthodox,18,5,"Nov 24, 1995",1995
Chan-Mi Jeon,"5' 5""",115 lbs.,--,Orthodox,5,2,"Aug 28, 1997",1997
Ronald Jhun,"5' 11""",170 lbs.,--,Orthodox,24,26,"Sep 21, 1970",1970
Maciej Jewtuszko,"6' 0""",155 lbs.,--,Southpaw,12,3,"Jan 31, 1981",1981
Kyle Jensen,"5' 9""",170 lbs.,--,Orthodox,4,11,"Jul 20, 1979",1979
Brandon Jenkins,"6' 0""",155 lbs.,"71.0""",Switch,15,9,"Sep 30, 1991",1991
Ryan Jensen,"6' 1""",185 lbs.,"76.0""",Orthodox,21,8,"Sep 20, 1977",1977
Steve Jennum,"5' 10""",215 lbs.,--,Orthodox,2,3,--,--
Jack Jenkins,"5' 7""",145 lbs.,"68.0""",Switch,13,3,"Nov 03, 1993",1993
Kevin Christian,--,205 lbs.,--,,8,2,"Jan 21, 1995",1995
Anthony Christodoulou,"5' 9""",155 lbs.,--,Orthodox,12,7,"Jul 30, 1987",1987
Dan Christison,"6' 8""",265 lbs.,--,Orthodox,20,7,"Apr 26, 1972",1972
Joachim Christensen,"6' 3""",205 lbs.,"76.0""",Orthodox,14,6,"Nov 07, 1978",1978
John Cholish,"5' 11""",155 lbs.,"74.0""",Orthodox,8,3,"Dec 17, 1983",1983
Will Chope,"6' 4""",145 lbs.,--,Switch,34,13,"Sep 08, 1990",1990
Ryo Chonan,"5' 9""",170 lbs.,"70.0""",Orthodox,22,13,"Oct 08, 1976",1976
DongHun Choi,"5' 5""",125 lbs.,"66.0""",Switch,8,0,"Jan 02, 1999",1999
SeungGuk Choi,"5' 6""",125 lbs.,"64.0""",Orthodox,7,3,"Dec 26, 1996",1996
Tony Bonello,"6' 2""",185 lbs.,--,,16,3,--,--
Gabriel Bonfim,"6' 1""",170 lbs.,"72.0""",Orthodox,16,1,"Aug 20, 1997",1997
Luc Bondole,"6' 2""",205 lbs.,--,,5,2,--,--
SeungWoo Choi,"6' 0""",145 lbs.,"74.0""",Orthodox,11,7,"Nov 03, 1992",1992
Denys Bondar,"5' 6""",125 lbs.,"69.0""",Orthodox,14,5,"Jun 27, 1992",1992
Kyle Bolt,"6' 2""",185 lbs.,--,,8,4,--,--
Gaston Bolanos,"5' 7""",135 lbs.,"69.0""",Orthodox,7,4,"Sep 14, 1992",1992
Mandy Bohm,"5' 7""",125 lbs.,"71.0""",Orthodox,8,2,"Jul 30, 1989",1989
Kotetsu Boku,"5' 9""",154 lbs.,--,Orthodox,25,11,"May 27, 1977",1977
Roman Bogatov,"5' 8""",155 lbs.,"73.0""",Orthodox,10,1,"Dec 15, 1990",1990
Derek Bohi,"6' 4""",260 lbs.,--,,8,5,--,--
Jerry Bohlander,"5' 11""",199 lbs.,--,Orthodox,11,4,"Feb 12, 1974",1974
Sergey Ignatov,"5' 9""",210 lbs.,--,Orthodox,0,1,--,--
Seichi Ikemoto,"5' 11""",168 lbs.,--,Orthodox,21,19,"Aug 24, 1975",1975
Fabiano Iha,"5' 8""",155 lbs.,--,Orthodox,9,5,"Jul 28, 1970",1970
Valeri Ignatov,"5' 9""",170 lbs.,--,Orthodox,1,2,--,--
Khadis Ibragimov,"6' 3""",205 lbs.,"78.0""",Orthodox,8,4,"May 21, 1995",1995
Adrienna Jenkins,"5' 8""",145 lbs.,--,,19,6,"Jul 22, 1981",1981
Bubba Jenkins,"5' 7""",145 lbs.,--,,11,4,"Feb 05, 1988",1988
Minoki Ichihara,"5' 7""",178 lbs.,--,Orthodox,0,1,--,--
Aaron Jeffery,"6' 2""",185 lbs.,"73.0""",Orthodox,10,3,"Nov 14, 1992",1992
Trent Jenkins,"6' 2""",185 lbs.,--,,0,4,--,--
Dan Ige,"5' 7""",145 lbs.,"71.0""",Orthodox,18,8,"Aug 06, 1991",1991
Al Iaquinta,"5' 10""",155 lbs.,"70.0""",Orthodox,14,7,"Apr 30, 1987",1987
Joanna Jedrzejczyk,"5' 6""",115 lbs.,"65.0""",Orthodox,16,5,"Aug 18, 1987",1987
Justin Jaynes,"5' 7""",145 lbs.,"68.0""",Orthodox,16,8,"Aug 10, 1989",1989
Yazmin Jauregui,"5' 3""",115 lbs.,"64.0""",Orthodox,11,1,"Feb 28, 1999",1999
Louis Jauregui,"5' 7""",170 lbs.,--,,4,2,--,--
Rony Jason,"5' 7""",145 lbs.,"73.0""",Orthodox,14,7,"Mar 21, 1984",1984
Jasmine Jasudavicius,"5' 7""",125 lbs.,"68.0""",Orthodox,11,3,"Mar 01, 1989",1989
Josh Jarvis,--,--,--,,1,4,--,--
Hong Man Choi,"7' 2""",330 lbs.,--,Orthodox,4,5,"Oct 30, 1980",1980
Mu Bae Choi,"6' 2""",230 lbs.,--,Orthodox,12,6,"Jun 27, 1970",1970
Khamzat Chimaev,"6' 2""",185 lbs.,"75.0""",Orthodox,13,0,"May 01, 1994",1994
Dooho Choi,"5' 10""",145 lbs.,"70.0""",Orthodox,15,4,"Apr 10, 1991",1991
Michael Chiesa,"6' 1""",170 lbs.,"75.0""",Southpaw,19,7,"Dec 07, 1987",1987
Sako Chivitchian,"5' 11""",155 lbs.,--,Orthodox,8,1,"Mar 11, 1984",1984
Giga Chikadze,"6' 0""",145 lbs.,"74.0""",Orthodox,15,4,"Aug 25, 1988",1988
Macy Chiasson,"5' 11""",135 lbs.,"72.0""",Orthodox,11,3,"Jul 27, 1991",1991
Fabio Cherant,"6' 1""",205 lbs.,"74.0""",Southpaw,7,4,"Nov 25, 1994",1994
Mark Cherico,"5' 7""",145 lbs.,"69.0""",Orthodox,11,1,"May 12, 1986",1986
Ion Cherdivara,--,205 lbs.,--,,1,1,--,--
Jay Bogan,--,145 lbs.,--,,6,6,--,--
Galore Bofando,"5' 11""",170 lbs.,"72.0""",Switch,5,3,"May 22, 1982",1982
James Bochnovic,"6' 4""",205 lbs.,"81.0""",Orthodox,8,3,"Feb 13, 1989",1989
Tim Boetsch,"6' 0""",185 lbs.,"74.0""",Orthodox,21,13,"Jan 28, 1981",1981
Dan Bobish,"6' 2""",345 lbs.,--,Southpaw,17,9,"Jan 26, 1970",1970
Jeremy Boczulak,--,--,--,,0,2,--,--
Kyle Bochniak,"5' 7""",145 lbs.,"70.0""",Orthodox,8,5,"Feb 05, 1987",1987
Dashawn Boatwright,"6' 0""",205 lbs.,--,Orthodox,3,1,"Feb 29, 1988",1988
Byron Bloodworth,"5' 8""",135 lbs.,--,Orthodox,6,3,"Aug 16, 1983",1983
Mark Bocek,"5' 8""",155 lbs.,"75.0""",Orthodox,12,5,"Oct 24, 1981",1981
Brock Jardine,"5' 11""",170 lbs.,--,Orthodox,12,6,"Jul 10, 1985",1985
Arlene Blencowe,"5' 5""",145 lbs.,--,,9,6,"Apr 11, 1983",1983
Keith Jardine,"6' 2""",185 lbs.,"76.0""",Orthodox,17,11,"Oct 31, 1975",1975
Gigo Jara,"5' 9""",145 lbs.,--,,6,9,--,--
Josh Janousek,"5' 11""",185 lbs.,--,Orthodox,8,1,"Sep 25, 1980",1980
Dave Jansen,"5' 9""",155 lbs.,"73.0""",Orthodox,20,4,"Aug 21, 1979",1979
Jaime Jara,"6' 1""",205 lbs.,--,Southpaw,38,18,"Aug 02, 1969",1969
Ryan Janes,"6' 3""",185 lbs.,"76.0""",Orthodox,10,3,"Aug 22, 1981",1981
Virna Jandiroba,"5' 3""",115 lbs.,"64.0""",Orthodox,21,3,"May 30, 1988",1988
Nate James,"6' 0""",185 lbs.,--,,14,8,"May 29, 1978",1978
Albert Cheng,"5' 11""",170 lbs.,--,Orthodox,7,4,"Feb 07, 1985",1985
Justin James,"5' 10""",155 lbs.,--,Orthodox,13,7,"Nov 08, 1976",1976
Dustin Jacoby,"6' 3""",205 lbs.,"76.0""",Orthodox,19,9,"Apr 04, 1988",1988
Danny Chavez,"5' 8""",145 lbs.,"67.0""",Orthodox,11,5,"Mar 14, 1987",1987
Emilio Chavez,"5' 9""",145 lbs.,--,,12,9,--,--
Gabriel Checco,"6' 1""",185 lbs.,--,Switch,10,2,"Apr 03, 1986",1986
Ernest Chavez,"5' 8""",145 lbs.,"70.0""",Orthodox,10,2,"Jun 27, 1983",1983
Morgan Charriere,"5' 8""",145 lbs.,"69.0""",Orthodox,19,10,"Oct 26, 1995",1995
Dan Charles,"6' 2""",228 lbs.,--,,10,6,"Sep 24, 1985",1985
Joe Charles,"6' 1""",260 lbs.,--,Southpaw,6,13,--,--
Donnie Chappell,"5' 11""",178 lbs.,--,Southpaw,0,1,--,--
Michael Chandler,"5' 8""",155 lbs.,"71.0""",Orthodox,23,8,"Apr 24, 1986",1986
Chelsea Chandler,"5' 8""",135 lbs.,"68.0""",Southpaw,6,3,"Nov 23, 1990",1990
Tereza Bleda,"5' 9""",125 lbs.,"71.0""",Orthodox,7,1,"Nov 30, 2001",2001
David Blanco,"5' 7""",145 lbs.,--,,2,0,--,--
Curtis Blaydes,"6' 4""",265 lbs.,"80.0""",Orthodox,18,5,"Feb 18, 1991",1991
Da'Mon Blackshear,"5' 10""",135 lbs.,"72.0""",Switch,14,7,"Aug 12, 1994",1994
Erin Blanchfield,"5' 4""",125 lbs.,"66.0""",Orthodox,12,2,"May 04, 1999",1999
Sherrard Blackledge,"5' 11""",155 lbs.,"75.0""",Orthodox,5,1,"Aug 16, 1993",1993
Maximo Blanco,"5' 8""",145 lbs.,"71.0""",Orthodox,12,8,"Oct 16, 1983",1983
Tom Blackledge,"6' 0""",205 lbs.,--,Orthodox,10,7,--,--
Jason Blackford,--,--,--,,3,3,--,--
Brad Blackburn,"5' 10""",170 lbs.,"73.0""",Orthodox,18,13,"May 25, 1977",1977
Jason Black,"5' 8""",155 lbs.,--,Orthodox,23,4,"Jul 15, 1972",1972
Mike Guymon,"6' 0""",170 lbs.,"74.0""",Orthodox,15,6,"Sep 17, 1974",1974
Mando Gutierrez,"5' 6""",135 lbs.,"70.0""",Southpaw,7,2,"Feb 24, 1997",1997
Horacio Gutierrez,"5' 10""",145 lbs.,--,,4,3,"Sep 15, 1990",1990
Justin Guthrie,"6' 1""",170 lbs.,--,,18,9,"Jan 19, 1981",1981
